"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"12W-1"	"12W-2"	"12W-4"	"12W-3"	"12W-5"	"12W-6"	"32W-5"	"32W-6"	"32W-7"	"32W-8"	"52W-1"	"52W-2"	"24W-1"	"24W-2"	"24W-3"	"24W-4"	"24W-5"	"24W-6"	"24W-7"	"24W-8"	"12W-7"	"12W-8"	"4W-1"	"4W-2"	"4W-3"	"4W-4"	"4W-5"	"4W-6"	"4W-7"	"4W-8"	"52W-3"	"52W-4"	"52W-5"	"52W-6"	"52W-7"	"52W-8"	"32W-1"	"32W-2"	"32W-3"	"32W-4"
""	""	""	""	"PC(P-20:0/20:4)"	"822.6330963"	""	""	""	"391.658"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"153.0494228"	"166.6562752"	"140.6880964"	"170.7683539"	"142.3743713"	"109.9017107"	"291.2442377"	"137.9485176"	"164.8312575"	"166.0347902"	"253.2348301"	"296.810749"	"201.7011645"	"153.7122298"	"215.5160102"	"163.8864709"	"170.8614942"	"217.3787896"	"126.3305482"	"179.868633"	"122.4538949"	"94.1317674"	"90.39505917"	"89.56425042"	"52.96456052"	"93.96855141"	"48.12630294"	"66.89515488"	"55.09093501"	"49.41160487"	"195.8217818"	"202.5679179"	"186.4769516"	"498.1558601"	"365.358987"	"257.6961832"	"190.4950306"	"243.4706097"	"192.3544913"	"154.8858885"
""	""	""	""	"PC(P-20:0/20:3)"	"824.6491367"	""	""	""	"431.092"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"986.2830543"	"1210.275544"	"1158.875725"	"686.4904461"	"1060.317376"	"1020.221695"	"1062.574303"	"622.9839759"	"1169.937904"	"1307.245656"	"1189.212057"	"1551.799945"	"1157.108047"	"1044.587546"	"1302.362503"	"1047.379902"	"1038.920122"	"1511.098838"	"893.4991118"	"1255.148608"	"1094.864705"	"957.3733186"	"820.0300244"	"919.204439"	"688.7466351"	"717.9573786"	"246.6198931"	"366.9976826"	"401.8532142"	"372.4789848"	"1332.048407"	"1072.904773"	"1006.564595"	"2962.62764"	"2150.742337"	"1423.31019"	"1096.434377"	"1400.187357"	"1109.187649"	"1083.361583"
""	""	""	""	"PC(P-20:0/20:1)"	"828.6923846"	""	""	""	"386.6155"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"150.229781"	"165.0287586"	"138.6450242"	"249.1392698"	"154.9869836"	"141.5576581"	"354.939908"	"275.2108342"	"276.8494088"	"212.8557165"	"468.9000908"	"481.3608375"	"194.1264192"	"148.9266988"	"180.3184532"	"115.8226532"	"274.3089341"	"232.0458017"	"299.2336267"	"188.4940768"	"127.9545185"	"110.0003155"	"149.0560771"	"149.1951316"	"126.5283057"	"182.7390433"	"114.3707338"	"123.1798563"	"84.53525606"	"53.51317819"	"402.5477367"	"369.8001336"	"483.6855341"	"676.410434"	"689.8617705"	"433.8717366"	"219.8150876"	"245.1915867"	"208.2640161"	"203.4690838"
""	""	""	""	"PC(P-20:0/20:0)"	"830.700713"	""	""	""	"467.307"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"1100.424092"	"1369.889288"	"1035.518039"	"401.9241795"	"1277.126321"	"1112.983456"	"2886.455192"	"1863.356015"	"2403.142222"	"2190.467012"	"3423.817309"	"3209.167832"	"1346.773875"	"972.3223892"	"1194.339069"	"807.2343041"	"1995.329539"	"1784.177823"	"2014.139782"	"1484.810835"	"939.4936096"	"779.1865128"	"1259.31017"	"1023.688059"	"1099.422904"	"1196.302801"	"839.9351057"	"770.9046485"	"552.15056"	"290.8075894"	"2832.513859"	"2235.515987"	"2511.202846"	"7855.359704"	"6968.757118"	"2764.081278"	"1456.797752"	"1738.506425"	"1699.287526"	"1815.417378"
""	""	""	""	"PC(P-20:0/22:6)"	"846.6526233"	""	""	""	"489.622"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"27.83681517"	"39.75656747"	"33.32532672"	"209.0145363"	"110.0832283"	"118.8082846"	"486.0256466"	"257.5280199"	"482.5207036"	"311.4711771"	"607.7249854"	"365.476643"	"79.01673094"	"31.47998031"	"59.85956736"	"23.79394618"	"391.5073744"	"359.90142"	"392.0852157"	"132.8672186"	"151.5595193"	"90.75900511"	"196.9808578"	"237.2369231"	"205.7951762"	"348.0895452"	"621.8973644"	"449.6538233"	"282.3743566"	"82.56335153"	"851.111167"	"383.4771231"	"372.5472079"	"1313.721651"	"1820.921782"	"579.8994347"	"109.8557004"	"137.3452263"	"201.3327438"	"397.4751443"
""	""	""	""	"PC(P-20:0/22:1)"	"856.7218158"	""	""	""	"573.843"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"17.20306627"	"20.17238306"	"23.10669665"	"26.76331866"	"25.85342187"	"27.95044548"	"56.57128455"	"42.2482462"	"56.85406513"	"47.93039211"	"66.66505468"	"71.60566637"	"20.99788342"	"19.36290072"	"25.76679184"	"20.46593633"	"37.13444229"	"36.43275442"	"57.1641321"	"28.40090451"	"29.69454607"	"23.58206785"	"25.96614112"	"35.47341219"	"36.83849461"	"32.99528461"	"40.57032639"	"48.27882205"	"104.3392174"	"19.79998094"	"96.56655229"	"59.38254831"	"65.44876776"	"233.9509085"	"173.3113924"	"86.39321179"	"25.88650932"	"30.18539073"	"32.66661654"	"66.47402187"
""	""	""	""	"PC(P-20:0/22:0)"	"858.7302722"	""	""	""	"498.8415"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"16.65945218"	"19.43052751"	"15.72862552"	"8.83986972"	"22.04673675"	"14.5888365"	"126.3338851"	"46.0812743"	"48.48017161"	"29.05397342"	"84.97665671"	"54.05479398"	"14.02032183"	"15.10838579"	"13.99943098"	"12.43091486"	"24.43681278"	"37.66488123"	"43.93056808"	"24.3926694"	"19.04690102"	"12.68864961"	"29.63659927"	"24.50996796"	"28.26750032"	"39.47584807"	"19.45952925"	"20.77839577"	"15.96346806"	"8.563759805"	"57.21183496"	"44.37616372"	"48.83035284"	"179.0928575"	"123.3045695"	"51.44367399"	"15.53664034"	"20.43586662"	"32.32763867"	"44.31583716"
""	""	""	""	"PC(P-20:0/24:4)"	"878.7069042"	""	""	""	"498.9195"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"105.9308585"	"124.9480285"	"111.1231797"	"48.71633313"	"102.3834324"	"88.8015987"	"85.0675555"	"55.20314794"	"90.47373358"	"90.38286485"	"108.6426081"	"153.1906292"	"89.02192943"	"96.37685108"	"98.74030755"	"82.40365325"	"90.28563312"	"117.4512878"	"77.15442832"	"98.02369947"	"97.45814664"	"81.69345752"	"86.64768469"	"93.75393628"	"63.09980556"	"107.102808"	"58.34995122"	"50.39876068"	"61.56557955"	"49.91051359"	"113.9880348"	"76.75903106"	"71.07233113"	"155.8073493"	"182.804278"	"96.70050568"	"81.31327027"	"92.2930271"	"173.0947079"	"99.99814663"
""	""	""	""	"PC(16:0/0:0)"	"496.339287"	""	""	""	"84.865"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"7.492047803"	"10.53941327"	"8.494389523"	"2209.739457"	"1272.151865"	"1242.748416"	"1733.433769"	"856.2538783"	"1411.537527"	"1263.292992"	"1526.471721"	"1543.705391"	"1540.492527"	"6.384067705"	"1566.649709"	"1183.923887"	"1370.05033"	"1788.731136"	"1208.33722"	"1442.147973"	"1456.020775"	"849.478965"	"1208.547827"	"1298.162517"	"1054.622197"	"1202.594606"	"640.9242642"	"958.5032188"	"856.1644302"	"843.3434372"	"1606.001136"	"1300.584374"	"1156.73207"	"2972.024191"	"2050.484071"	"1846.963335"	"1382.515799"	"1276.28329"	"1272.05484"	"1318.586957"
""	""	""	""	"PC(18:0/0:0)"	"524.3612847"	""	""	""	"87.4115"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"56.5638959"	"779.3619822"	"52.61909868"	"125.8771314"	"53.19358108"	"69.78139279"	"123.2359594"	"63.33853666"	"98.0974207"	"108.0969455"	"126.5398702"	"139.2987279"	"72.2073345"	"49.76955354"	"75.10964299"	"53.34140272"	"113.7659755"	"106.9904128"	"97.03326449"	"67.3793978"	"88.76654694"	"48.91932708"	"53.42776564"	"65.2567768"	"72.3647709"	"106.2221477"	"59.77867665"	"82.58729683"	"59.13273394"	"44.29302315"	"199.3061575"	"150.6141076"	"103.0599146"	"362.6198149"	"202.3812597"	"190.6254342"	"63.97423556"	"73.93093576"	"82.82019634"	"121.7511548"
""	""	""	""	"PC(18:0/0:0)"	"524.3702268"	""	""	""	"111.8165"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"8.870513075"	"14.44926266"	"7.23898061"	"965.5846707"	"557.6662683"	"568.3195919"	"703.0642375"	"376.2443029"	"569.2343036"	"521.6891082"	"713.6523896"	"691.3628583"	"651.2153378"	"7.790079223"	"681.3762232"	"494.8993411"	"593.9565337"	"760.3321084"	"507.4047022"	"552.5369799"	"644.2552145"	"391.8582933"	"569.9488812"	"625.6703473"	"494.3905269"	"586.438621"	"256.8556127"	"401.1320671"	"414.4019018"	"413.6342724"	"724.6630323"	"578.4591012"	"525.5926031"	"1296.09979"	"903.2764784"	"830.1837543"	"611.5709428"	"567.9352422"	"546.9688312"	"497.0969936"
""	""	""	""	"Cer(d18:1/18:0)"	"566.5504552"	""	""	""	"411.9075"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"15615.88127"	"16581.23213"	"15081.06629"	"25399.11225"	"12989.09468"	"14050.98055"	"42743.56162"	"16796.48126"	"20370.23601"	"17437.76631"	"48435.74706"	"57152.11694"	"15964.61096"	"12301.44124"	"25193.68174"	"14870.64838"	"20077.79524"	"23415.70623"	"22627.50867"	"19320.27586"	"13295.92165"	"9727.950177"	"26261.63241"	"25379.79004"	"24279.68884"	"20497.52298"	"17630.49994"	"19472.63289"	"11180.32984"	"8855.480324"	"69555.98998"	"44063.3397"	"33234.80158"	"66395.06861"	"52691.20718"	"40772.10479"	"19720.0107"	"16490.88983"	"18452.96256"	"17699.09915"
""	""	""	""	"Cer(d18:1/24:1)"	"648.62543"	""	""	""	"440.585"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"776.0979782"	"1003.592433"	"593.6587616"	"1159.142314"	"1131.159009"	"675.7685821"	"2394.417451"	"1576.208688"	"1818.270628"	"1325.45704"	"3030.644083"	"2322.917498"	"891.0108329"	"734.970118"	"955.3551408"	"625.1388165"	"1363.991213"	"1249.203008"	"1288.339543"	"848.7644741"	"696.1120264"	"566.1177436"	"660.0245684"	"628.6317964"	"773.9691655"	"699.7291253"	"229.3467038"	"452.5125724"	"616.135448"	"227.1214331"	"2276.928553"	"2632.468143"	"1888.421353"	"5739.820191"	"4857.442236"	"2186.195788"	"974.9867539"	"1050.62224"	"1293.284821"	"1238.939931"
""	""	""	""	"Cer(d18:1/24:1)"	"648.6281327"	""	""	""	"467.155"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"3120.239094"	"4043.613941"	"2708.554407"	"1151.52986"	"2887.225643"	"3002.656187"	"6416.156054"	"4748.748534"	"6353.373275"	"5434.82876"	"10348.56535"	"8353.909889"	"3698.652496"	"2768.694016"	"3450.383681"	"2334.211535"	"4993.158608"	"4827.77013"	"4945.114528"	"3982.000388"	"3166.243207"	"2240.203746"	"3313.838518"	"2927.112298"	"2947.51933"	"3154.460409"	"2011.884253"	"1968.934382"	"1759.741615"	"859.8408486"	"6453.243612"	"4912.921176"	"6305.321613"	"19355.6726"	"15954.97011"	"7035.905092"	"3560.997484"	"4388.512847"	"4295.678621"	"4445.937077"
""	""	""	""	"Cer(d18:1/24:1)"	"648.6305596"	""	""	""	"356.482"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"254.0457586"	"240.2197799"	"248.9074185"	"272.9644659"	"164.8224627"	"174.1858097"	"369.2714226"	"236.9174775"	"274.1850997"	"320.5928813"	"454.8710208"	"462.1806969"	"222.0365577"	"261.6527048"	"269.0116365"	"210.4984875"	"288.8174662"	"324.4347832"	"241.7179851"	"284.4541741"	"222.9196819"	"160.9370045"	"126.0629567"	"160.8740869"	"166.575876"	"186.895705"	"102.158289"	"118.1336234"	"136.1039861"	"108.7254206"	"401.1060943"	"373.9234485"	"356.8498772"	"863.9990962"	"777.321215"	"427.1470822"	"261.7904963"	"340.0499028"	"263.6204541"	"224.2096132"
""	""	""	""	"Cer(d18:1/24:1)"	"648.6284631"	""	""	""	"487.305"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"3822.511082"	"4045.083699"	"4166.964971"	"6726.958293"	"3910.735005"	"3723.4538"	"9962.77347"	"6434.058437"	"7313.764736"	"5902.284226"	"14005.22123"	"10353.47577"	"3706.716842"	"3675.207816"	"4963.378776"	"3274.164202"	"5197.768464"	"6069.822185"	"6341.232651"	"5323.544519"	"4110.971617"	"3129.348294"	"3903.276077"	"3958.771816"	"3609.248482"	"3819.313722"	"5759.220653"	"2607.918593"	"2272.438428"	"1540.581791"	"16207.59092"	"8681.727038"	"8032.971506"	"26591.46645"	"23979.7977"	"8865.62046"	"4934.529997"	"4376.164904"	"4980.618898"	"6477.090886"
""	""	""	""	"Cer(d18:1/24:1)"	"648.6285088"	""	""	""	"387.148"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"166.4049046"	"265.3361936"	"285.1038588"	"280.4450941"	"264.157071"	"184.8795728"	"320.4175856"	"233.1484025"	"273.0216819"	"264.7201373"	"423.5543568"	"438.5430365"	"238.7422585"	"260.315468"	"328.3261801"	"246.1074068"	"305.7463482"	"316.9039237"	"338.8122425"	"208.6734731"	"237.404335"	"185.7935177"	"181.1552118"	"298.2677796"	"155.0929104"	"283.8270048"	"243.7756587"	"166.238332"	"145.6537647"	"130.4706564"	"454.1647292"	"372.829381"	"418.6630526"	"2460.983092"	"572.8171258"	"422.2314263"	"309.7995943"	"304.5959429"	"277.8054776"	"635.8089345"
""	""	""	""	"Cer(d18:1/24:0)"	"650.6339074"	""	""	""	"487.291"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"476.6763536"	"567.9989909"	"561.3067419"	"777.9607677"	"556.4615793"	"815.9563806"	"1405.18574"	"1315.997815"	"1109.142696"	"839.0259054"	"1942.618863"	"1461.192788"	"479.0227103"	"475.1615221"	"603.5691295"	"429.5242236"	"749.3620843"	"796.0057636"	"974.6000547"	"727.7264488"	"852.5021286"	"438.5588602"	"589.8163854"	"688.0843396"	"561.6119972"	"681.4273487"	"540.3822017"	"571.19869"	"410.4138539"	"259.8785632"	"2108.057363"	"1356.352699"	"1188.058239"	"4551.190944"	"5117.040311"	"1410.86688"	"662.8243349"	"602.028409"	"697.1753384"	"1091.114816"
""	""	""	""	"Cer(d18:1/24:0)"	"650.6438745"	""	""	""	"520.369"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"562.5507995"	"589.987915"	"598.0177611"	"685.2309241"	"629.2060415"	"604.3913936"	"1260.221982"	"809.1174506"	"1071.358334"	"813.6768051"	"1959.981869"	"1649.490859"	"484.7189345"	"457.4178684"	"681.3446034"	"419.18335"	"732.683727"	"784.7864786"	"939.6738514"	"922.1105244"	"603.7428416"	"528.7379724"	"872.3065617"	"930.8702422"	"843.6194662"	"1076.936809"	"722.1856321"	"1237.780554"	"646.5820754"	"741.8501997"	"2345.560508"	"1420.264813"	"1277.06605"	"3606.84468"	"3606.891311"	"1333.57042"	"566.941165"	"594.4333965"	"633.0522178"	"885.9853288"
""	""	""	""	"Cer(d18:1/24:0)"	"650.6455845"	""	""	""	"455.012"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"176.0661538"	"237.070826"	"189.0393797"	"327.9930859"	"247.4196135"	"217.0714816"	"388.4318784"	"378.8335295"	"730.036467"	"410.7288896"	"1095.53152"	"573.0340717"	"172.094779"	"166.3246886"	"220.5883039"	"135.2181351"	"340.8349077"	"378.1701944"	"690.0469423"	"269.9908472"	"281.7797178"	"189.1501504"	"361.3477973"	"463.9594383"	"404.9744747"	"341.4099821"	"799.3281881"	"652.1654511"	"372.7218801"	"140.0485109"	"1693.175992"	"916.4032397"	"926.4441788"	"3397.753971"	"2115.890131"	"247.8193409"	"200.7883731"	"250.3335406"	"308.1815299"	"663.5843358"
""	""	""	""	"SM(d14:0/18:1)"	"675.5436821"	""	""	""	"255.97"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"8.212662994"	"10.89865049"	"12.28347257"	"19.94538802"	"13.64866571"	"12.56418026"	"21.89820168"	"15.50877371"	"24.70793424"	"21.18051033"	"32.48180657"	"27.14728755"	"9.222444081"	"7.267646026"	"8.998242142"	"6.96022736"	"17.97588789"	"19.62700878"	"23.75748257"	"9.006755459"	"13.53736182"	"7.793852968"	"15.71746827"	"21.4682336"	"16.05176422"	"30.46189805"	"17.93728143"	"20.67378286"	"16.79433525"	"10.00087631"	"44.31261278"	"28.36100738"	"26.3761235"	"93.81484182"	"56.91511904"	"27.59016231"	"14.02467043"	"13.52579103"	"16.70007385"	"27.89126209"
""	""	""	""	"SM(d16:1/18:1)"	"701.5573756"	""	""	""	"264.6035"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"13.02534742"	"15.00131932"	"10.54500469"	"19.33547921"	"12.66574184"	"11.37802895"	"19.64929673"	"14.83830654"	"19.64726734"	"15.38890668"	"26.41567263"	"22.10914072"	"17.60117039"	"8.416952455"	"11.3302007"	"7.315786598"	"17.58377901"	"18.07645073"	"19.45055294"	"15.18793329"	"11.51474922"	"10.27387474"	"22.26948942"	"18.02902941"	"15.15750977"	"28.63293768"	"16.41862229"	"20.82204789"	"16.46438423"	"11.45620844"	"32.42139454"	"24.60624983"	"24.36325536"	"62.27098411"	"56.74937166"	"26.13393827"	"10.57813122"	"14.42241797"	"12.16412685"	"21.65408984"
""	""	""	""	"SM(d14:1/20:0)"	"703.5745007"	""	""	""	"307.4215"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"1672.830229"	"2068.482494"	"1298.836792"	"2579.493934"	"1281.776139"	"1019.924785"	"2051.034305"	"1025.065453"	"1686.619863"	"1539.84361"	"3264.83472"	"3457.032157"	"2089.842851"	"1649.594285"	"1814.227864"	"1253.231992"	"1851.503038"	"1890.735946"	"1184.628193"	"1424.996044"	"1068.190318"	"859.3267679"	"1756.414316"	"1973.442526"	"1393.232109"	"1597.118312"	"871.5447287"	"1176.185561"	"815.9938109"	"970.4564052"	"2715.135887"	"2417.052345"	"2489.614424"	"3839.66796"	"3367.63819"	"3564.844903"	"1838.86532"	"2115.944299"	"1769.99283"	"1176.358899"
""	""	""	""	"SM(d14:1/20:0)"	"703.5731556"	""	""	""	"328.6245"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"57.09203657"	"73.35023501"	"44.19495833"	"107.4081077"	"49.93919385"	"40.47813392"	"95.44463043"	"61.38239658"	"91.01619519"	"67.42766343"	"159.6787875"	"165.0298109"	"87.46126127"	"50.5807595"	"74.33652913"	"42.22412089"	"86.2939465"	"93.22640224"	"62.8394185"	"58.64950514"	"46.87310838"	"44.66358225"	"84.63143283"	"83.0577481"	"60.97256406"	"75.84647823"	"66.39060751"	"64.95115177"	"53.23121013"	"50.914053"	"139.2077774"	"111.844858"	"119.589632"	"203.3541592"	"159.0486188"	"145.1690832"	"67.17599628"	"87.25586433"	"69.55811131"	"56.36745937"
""	""	""	""	"SM(d14:0/20:0)"	"705.5796212"	""	""	""	"307.421"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"186.8338493"	"253.7925179"	"143.8227103"	"285.2971753"	"137.4094733"	"114.4138831"	"243.4308655"	"118.8027427"	"202.1748802"	"169.2005349"	"390.6509531"	"421.7792875"	"259.2344591"	"191.0559192"	"198.870582"	"142.9618825"	"208.2422188"	"204.416731"	"131.6384449"	"148.8401848"	"132.2780703"	"103.1818605"	"202.0213407"	"194.3496762"	"160.6166362"	"188.6224421"	"109.8571922"	"131.9579911"	"106.8856615"	"112.4786742"	"322.1906886"	"248.0532606"	"272.3114393"	"444.6299068"	"418.4869157"	"414.5150867"	"202.2126965"	"222.5794999"	"207.6601475"	"126.4920097"
""	""	""	""	"SM(d14:0/20:0)"	"705.5885438"	""	""	""	"327.771"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"53.45972541"	"64.98648521"	"37.11074167"	"68.2539773"	"38.29412479"	"34.5851952"	"77.84538266"	"46.1435186"	"70.10803628"	"56.29155186"	"122.6698767"	"121.0769518"	"67.60344186"	"54.21228269"	"56.00205554"	"36.42580537"	"72.54279989"	"59.21448495"	"52.89434516"	"49.22727598"	"34.77791012"	"31.33382038"	"61.66616344"	"53.49944057"	"48.0690966"	"50.71763819"	"42.79752658"	"49.91568585"	"35.51595401"	"41.33193452"	"94.40642948"	"89.16133539"	"84.59981658"	"124.8870156"	"117.8415388"	"107.9714738"	"64.51407084"	"65.12613647"	"58.02289356"	"44.98228577"
""	""	""	""	"SM(d15:1/20:0)"	"717.5885424"	""	""	""	"330.4165"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"54.27919247"	"64.76951561"	"48.06035934"	"105.3454408"	"40.01277746"	"35.51177547"	"60.68197788"	"36.67973406"	"57.29558984"	"34.97662616"	"93.87020007"	"88.79970473"	"63.03174646"	"56.1179806"	"47.63457808"	"40.29081662"	"61.96593594"	"49.91314211"	"49.37408774"	"42.61355613"	"31.65658284"	"23.32468637"	"52.27242621"	"49.98302074"	"48.80921706"	"37.80418431"	"27.02384007"	"42.69081191"	"26.76970906"	"28.55252018"	"79.36980236"	"80.76705621"	"71.53110137"	"83.06845976"	"94.72876003"	"83.71993294"	"65.19798075"	"57.73433661"	"43.82780777"	"37.74636316"
""	""	""	""	"SM(d18:1/18:1)"	"729.5895235"	""	""	""	"314.1925"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"561.1678181"	"619.7373332"	"485.3004841"	"546.1931015"	"404.0015071"	"458.9457857"	"793.8454315"	"399.8963939"	"573.308843"	"384.724989"	"792.1269169"	"689.2566923"	"639.6695203"	"438.7889647"	"563.9754059"	"391.2993345"	"700.5556207"	"485.8072251"	"483.0966916"	"490.2031901"	"364.0042849"	"284.6758848"	"846.8818941"	"854.6968904"	"703.8135443"	"654.4296197"	"579.964472"	"857.2325223"	"409.2666614"	"425.8262512"	"880.2984007"	"712.392728"	"656.3006255"	"963.1679002"	"968.8175067"	"828.1461903"	"309.1066602"	"705.7280844"	"570.7867346"	"374.2910072"
""	""	""	""	"SM(d18:1/18:1)"	"729.6058915"	""	""	""	"275.619"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"20.67179671"	"25.49871916"	"19.22640441"	"44.75463009"	"22.47942229"	"21.25320742"	"21.36136713"	"11.42122557"	"19.12958013"	"14.81566743"	"21.3343984"	"16.20254676"	"17.34428571"	"17.11798919"	"12.58670909"	"10.35529581"	"17.70785228"	"20.91568408"	"14.13405657"	"18.71868272"	"22.44806489"	"19.49653963"	"42.81556198"	"45.69253944"	"31.79260787"	"41.57703527"	"28.51607294"	"30.7971207"	"26.08335999"	"22.98950091"	"26.71235362"	"13.22392791"	"21.10888001"	"52.48862018"	"48.08535489"	"29.82084527"	"16.68366215"	"21.09092729"	"15.7924885"	"15.40804924"
""	""	""	""	"SM(d14:1/22:0)"	"731.595893"	""	""	""	"313.018"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"75.55365469"	"85.28042235"	"74.26285345"	"76.39731044"	"58.41962234"	"51.9973809"	"100.6885147"	"56.04388773"	"80.56053504"	"52.04739241"	"116.8257332"	"99.1578758"	"87.96658457"	"59.47009699"	"73.71755827"	"52.87596098"	"97.58721351"	"64.48328998"	"74.46391114"	"58.96650522"	"57.43857783"	"42.69667286"	"114.0783944"	"103.8530571"	"97.03047706"	"93.42422815"	"78.4963243"	"112.9134732"	"50.58156799"	"64.77261288"	"125.7951668"	"104.2579706"	"162.2329487"	"164.0661281"	"134.9737659"	"104.0061898"	"46.75117013"	"92.34475856"	"72.71613403"	"66.47135295"
""	""	""	""	"SM(d14:1/22:0)"	"731.6080962"	""	""	""	"355.789"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"18179.20516"	"19668.07477"	"11317.2142"	"25162.43542"	"9285.068769"	"9075.476896"	"22170.82194"	"11013.53485"	"14553.95712"	"9693.403302"	"26023.82701"	"29657.53195"	"18239.47359"	"12237.52522"	"15060.7892"	"8866.035234"	"18715.66538"	"12790.2418"	"11858.51279"	"11883.37069"	"7891.151883"	"5932.335501"	"20299.06666"	"17489.02301"	"16017.16001"	"12912.7006"	"9760.785292"	"13851.18401"	"6780.003908"	"7011.642544"	"22416.90954"	"21490.52093"	"19596.20919"	"22794.44671"	"25230.09831"	"27796.70787"	"14154.28609"	"18116.17907"	"13320.35296"	"7700.098222"
