"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"12W-1"	"12W-2"	"12W-4"	"12W-3"	"12W-5"	"12W-6"	"32W-5"	"32W-6"	"32W-7"	"32W-8"	"52W-1"	"52W-2"	"24W-1"	"24W-2"	"24W-3"	"24W-4"	"24W-5"	"24W-6"	"24W-7"	"24W-8"	"12W-7"	"12W-8"	"4W-1"	"4W-2"	"4W-3"	"4W-4"	"4W-5"	"4W-6"	"4W-7"	"4W-8"	"52W-3"	"52W-4"	"52W-5"	"52W-6"	"52W-7"	"52W-8"	"32W-1"	"32W-2"	"32W-3"	"32W-4"
""	""	""	""	"PC(P-18:0/18:2)"	"770.6055422"	""	""	""	"449.056"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"52.57300325"	"56.08511514"	"47.88251529"	"76.0212889"	"57.55495892"	"46.95842566"	"99.8097876"	"82.28680594"	"144.7720482"	"69.17332762"	"154.2124097"	"125.591763"	"62.77777225"	"54.34863192"	"62.05005317"	"46.17453651"	"63.76945825"	"69.50617413"	"75.37635288"	"62.77459754"	"50.76102153"	"40.11264805"	"37.48264447"	"39.40131677"	"40.23387028"	"47.85163747"	"31.07576774"	"37.0269969"	"25.96493016"	"19.88947866"	"173.3592376"	"104.8461647"	"121.6529293"	"352.4192399"	"352.6577101"	"162.4672707"	"78.216574"	"74.11229975"	"73.10165605"	"188.9326698"
""	""	""	""	"PC(P-18:0/18:2)"	"770.6041393"	""	""	""	"396.284"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"78.85999023"	"162.4081852"	"94.44457646"	"236.8142557"	"129.0114897"	"106.6812218"	"183.3140444"	"59.89966933"	"178.7820041"	"229.3423782"	"300.3793728"	"233.1098309"	"99.38621324"	"125.4308444"	"194.5782108"	"144.8176691"	"183.3583409"	"213.625027"	"181.1284406"	"179.7573247"	"128.2000221"	"135.8233165"	"171.8970509"	"169.4985173"	"179.6776187"	"168.5909036"	"159.8799575"	"167.5669363"	"109.5279009"	"86.49652624"	"140.6420569"	"133.4961547"	"177.0981993"	"328.1362875"	"505.3924577"	"220.0974749"	"228.7443725"	"159.9028431"	"177.5728699"	"162.5102657"
""	""	""	""	"PC(P-18:0/18:2)"	"770.6118299"	""	""	""	"354.845"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"53.93538201"	"76.08795321"	"65.08974936"	"73.70766105"	"48.99652059"	"44.62694222"	"185.258503"	"112.9880943"	"149.4048152"	"98.01115053"	"240.9694478"	"259.073672"	"86.04666875"	"62.59742296"	"84.56236348"	"73.08961372"	"106.8994871"	"126.8582831"	"101.1788366"	"97.99976727"	"57.48940516"	"33.86537952"	"156.1726141"	"157.0758166"	"57.94286146"	"126.0896057"	"27.46978643"	"122.937497"	"83.3840546"	"76.24197107"	"257.9842184"	"210.0702246"	"215.6707447"	"399.7457614"	"397.9743247"	"277.8550487"	"75.43968157"	"117.4892272"	"109.973849"	"108.7002827"
""	""	""	""	"PC(P-20:0/16:1)"	"772.6208311"	""	""	""	"440.9455"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"247.2473626"	"297.6676611"	"246.3843036"	"347.3655899"	"233.1775168"	"199.2581532"	"465.4839974"	"278.2763916"	"349.8031001"	"319.4013986"	"608.8077277"	"480.0616072"	"244.0855864"	"223.6004464"	"265.4482618"	"204.3944889"	"272.8559561"	"300.7062617"	"269.2812861"	"276.104705"	"214.3741405"	"186.3634762"	"127.5328162"	"144.8796137"	"129.1081311"	"140.8110074"	"79.10051523"	"89.00348539"	"70.06393244"	"47.83806507"	"528.2243633"	"412.045928"	"392.0971323"	"1111.982301"	"824.223857"	"535.9492451"	"325.0763772"	"334.7874118"	"269.8961675"	"266.2077423"
""	""	""	""	"PC(P-20:0/16:0)"	"774.6350888"	""	""	""	"451.675"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"181.7508203"	"198.7681492"	"166.4807921"	"237.2016175"	"189.2121197"	"134.8743628"	"251.328838"	"157.1791496"	"189.0070224"	"169.4372374"	"341.6792988"	"300.7834048"	"159.4259017"	"151.799641"	"167.377464"	"124.2570234"	"141.9474553"	"183.9815158"	"173.2502853"	"144.5245228"	"148.6592643"	"126.8315111"	"190.6340519"	"232.719229"	"193.0075796"	"224.304546"	"120.2334907"	"117.4603408"	"105.3876534"	"68.57005791"	"335.3370894"	"208.4813015"	"181.00292"	"617.2528011"	"580.9177333"	"297.851722"	"145.6192311"	"179.9418035"	"124.2878987"	"141.8259881"
""	""	""	""	"PC(P-20:0/16:0)"	"774.6372459"	""	""	""	"308.501"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"18.37943074"	"16.8401833"	"15.79288852"	"30.4274121"	"20.46598366"	"14.60703492"	"21.80558102"	"12.45867664"	"18.52345072"	"14.29134344"	"22.81399126"	"30.66381707"	"11.16183274"	"15.89073685"	"18.22516909"	"13.66516824"	"19.30806256"	"27.71719486"	"15.81527393"	"22.12701583"	"17.14651516"	"16.47391642"	"25.71435332"	"24.9517795"	"11.68399395"	"45.27770802"	"22.94240352"	"13.48305563"	"15.03897706"	"12.67751417"	"24.15314373"	"28.51021913"	"14.77250776"	"101.8770696"	"69.46196961"	"30.23003225"	"22.05214762"	"32.48503296"	"22.55609238"	"17.42753492"
""	""	""	""	"PC(P-20:0/16:0)"	"774.6435522"	""	""	""	"407.473"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"93.1373478"	"106.327336"	"72.28009316"	"161.194391"	"80.82129879"	"84.10079738"	"176.5166864"	"110.0154058"	"135.9607266"	"100.5653275"	"190.5610752"	"150.3228376"	"104.3929212"	"72.86524249"	"88.69833482"	"56.40682902"	"121.2465338"	"106.9182586"	"101.4250479"	"89.44824346"	"75.36180711"	"60.78968807"	"135.0440516"	"103.7413757"	"123.549182"	"110.0565868"	"80.13104149"	"67.78980232"	"54.08866108"	"30.75867439"	"144.0810544"	"111.9657361"	"121.9375007"	"321.3949405"	"372.7636973"	"147.2460844"	"90.35548876"	"98.21395208"	"99.63847838"	"87.63755336"
""	""	""	""	"PC(P-20:0/17:1)"	"786.6284287"	""	""	""	"467.295"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"148.8018175"	"177.5856179"	"240.8410476"	"256.6066855"	"215.661435"	"208.5253448"	"110.4021659"	"123.3704017"	"195.5206458"	"199.3921923"	"161.6617792"	"120.4403406"	"163.8628946"	"189.3568382"	"60.46296187"	"178.1072511"	"53.58889368"	"277.1968309"	"185.284202"	"217.6028162"	"270.4905145"	"246.1603273"	"150.1434317"	"274.8692087"	"131.0017846"	"33.28813149"	"87.82740538"	"171.8746545"	"215.3588906"	"215.6313955"	"281.0664344"	"83.37465776"	"107.109256"	"411.6787075"	"364.0290622"	"164.6710314"	"73.01487825"	"61.8771536"	"70.16649059"	"266.9334997"
""	""	""	""	"PC(P-20:0/17:1)"	"786.644131"	""	""	""	"328.6955"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"18.3572865"	"20.37757272"	"19.76630974"	"27.62029694"	"24.18115946"	"18.38920083"	"24.57230944"	"16.87760123"	"30.33369773"	"24.50844777"	"38.35274837"	"58.73812479"	"27.69965268"	"22.85594432"	"25.92158015"	"16.95586884"	"30.00356307"	"29.160039"	"25.30378484"	"26.10625801"	"23.03973041"	"14.73346054"	"16.01000815"	"19.96145943"	"17.66404562"	"21.74379342"	"14.62812911"	"17.19008372"	"12.03974249"	"7.566641489"	"47.34183375"	"41.13155218"	"50.67071081"	"93.68864154"	"58.20259077"	"51.47363487"	"32.14879759"	"29.96302472"	"28.52943584"	"26.80999145"
""	""	""	""	"PC(P-18:0/20:5)"	"792.5883172"	""	""	""	"341.017"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"85.24948103"	"110.0296151"	"66.95431605"	"98.36665571"	"58.21487667"	"76.72909099"	"144.7919873"	"45.74329965"	"100.782131"	"56.45359367"	"116.0077969"	"186.1657099"	"61.71843961"	"82.33477098"	"80.94861525"	"78.28433901"	"104.9432136"	"104.4074848"	"75.28788508"	"96.43377602"	"57.92135627"	"68.22791467"	"121.5122352"	"132.3072345"	"110.612076"	"116.8446489"	"57.49873632"	"87.63748973"	"75.06570356"	"64.79687659"	"101.5279053"	"145.7778825"	"122.5151709"	"222.775481"	"143.1146123"	"112.7371226"	"68.5659683"	"82.80784212"	"57.33513109"	"47.36218884"
""	""	""	""	"PC(P-18:0/20:5)"	"792.5921192"	""	""	""	"276.989"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"6.475347569"	"10.01773075"	"9.364631105"	"23.64683744"	"16.15706676"	"15.05064794"	"26.770916"	"13.91063461"	"23.52631812"	"22.45246622"	"38.77006057"	"31.79613774"	"11.73974039"	"8.991935186"	"12.12923509"	"6.393643978"	"19.03907802"	"22.39450139"	"22.85456985"	"19.78928098"	"19.49327248"	"10.21518781"	"10.47068171"	"12.19905748"	"20.83649584"	"35.20610797"	"23.41133443"	"25.75042516"	"19.40630943"	"11.26941852"	"48.86244668"	"29.9361244"	"31.83791462"	"97.090955"	"67.82811143"	"34.03752627"	"18.9280585"	"17.66303837"	"21.39303907"	"36.3411589"
""	""	""	""	"PC(P-18:0/20:5)"	"792.6035269"	""	""	""	"399.87"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"232.6076877"	"229.9784356"	"279.9885218"	"450.070577"	"277.5545136"	"357.2030595"	"266.9598894"	"197.8747734"	"501.2100671"	"267.0445551"	"564.0235314"	"307.526912"	"315.5126622"	"224.2631972"	"198.1118643"	"175.8069391"	"213.7354585"	"274.912093"	"226.5280444"	"210.4820548"	"319.9568195"	"278.6039726"	"261.4378805"	"312.4981615"	"203.0696445"	"353.1666041"	"221.1038073"	"307.1784821"	"270.9468443"	"223.2393793"	"569.5328111"	"264.0849512"	"271.9088566"	"775.2543026"	"717.5142001"	"616.8846952"	"300.1992523"	"236.1115111"	"277.7172338"	"303.72973"
""	""	""	""	"PC(P-18:0/20:5)"	"792.6053878"	""	""	""	"550.549"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"32.42012531"	"42.63364468"	"49.93734784"	"93.22210372"	"793.2863278"	"87.14976849"	"209.418482"	"382.1799375"	"89.52147228"	"1302.932571"	"251.1089105"	"219.7773886"	"51.39257216"	"39.54209796"	"49.36957308"	"40.6188219"	"111.3058247"	"117.650302"	"218.0587743"	"107.945638"	"51.27229581"	"66.00178036"	"90.19477751"	"117.0586336"	"122.1312997"	"175.6540803"	"190.087574"	"209.6131566"	"137.0215113"	"57.8949408"	"363.3236999"	"117.9587089"	"203.4702841"	"906.8784934"	"557.0143774"	"307.124887"	"74.31961713"	"87.03191562"	"25.81758008"	"242.014512"
""	""	""	""	"PC(P-20:0/18:4)"	"794.6132649"	""	""	""	"496.8195"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"90.69865673"	"630.9559134"	"231.7963814"	"7326.130439"	"4923.058489"	"6136.627158"	"19006.10693"	"9689.743268"	"19625.44847"	"11918.77706"	"19610.16472"	"15648.11996"	"2870.234121"	"299.1144151"	"2007.675307"	"662.9683029"	"11790.93488"	"11826.47935"	"14439.62126"	"8841.247303"	"6557.043894"	"3218.963094"	"9294.105966"	"8850.119766"	"12140.48001"	"14464.87602"	"13756.05082"	"17956.05221"	"14194.74142"	"3072.284988"	"23625.90731"	"21268.69583"	"18544.18074"	"67387.97674"	"41932.54728"	"21174.53783"	"4870.692988"	"6306.694468"	"7506.232318"	"16704.68132"
""	""	""	""	"PC(P-20:0/18:4)"	"794.6128936"	""	""	""	"481.154"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"36.16306933"	"151.5471888"	"75.50629649"	"2074.158736"	"1186.373266"	"1518.425097"	"4542.317038"	"3112.604302"	"4725.095853"	"3402.369228"	"5232.477546"	"4430.743155"	"722.4768981"	"76.78808615"	"374.5037894"	"139.4668396"	"2419.964825"	"2443.505362"	"4943.011004"	"1592.656442"	"1634.920679"	"778.1127693"	"2018.082122"	"2380.676086"	"2466.129377"	"4277.066211"	"3553.997935"	"4283.712738"	"2914.582589"	"786.1515641"	"7425.266692"	"5399.400485"	"4656.234288"	"16422.11047"	"10461.38593"	"6710.130255"	"1190.054787"	"1557.077487"	"1966.791803"	"5292.00559"
""	""	""	""	"PC(P-20:0/18:3)"	"796.6249532"	""	""	""	"308.182"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"12.59255799"	"47.31838906"	"27.50221735"	"25.80256097"	"23.673842"	"19.12262175"	"57.95696353"	"12.83939026"	"20.53420089"	"24.53927038"	"35.65286266"	"30.01720115"	"12.03955368"	"12.87581816"	"16.77752289"	"17.87684639"	"19.32856708"	"30.33386314"	"22.16971577"	"21.83640996"	"24.13673636"	"18.06636369"	"20.91625193"	"31.9268245"	"18.3267885"	"40.12661558"	"19.69502812"	"24.04168015"	"20.58038382"	"14.40623738"	"65.27604723"	"30.65444174"	"32.42851316"	"98.38272108"	"67.35327957"	"34.745999"	"15.20723497"	"18.43903215"	"32.08176194"	"24.64396186"
""	""	""	""	"PC(P-20:0/18:2)"	"798.636827"	""	""	""	"441.585"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"50.09333254"	"55.92672983"	"64.24701898"	"85.39001603"	"65.14851716"	"56.07840712"	"117.9027449"	"67.5354261"	"83.16740778"	"90.13176835"	"172.7376358"	"138.2778267"	"61.28797401"	"71.12696076"	"81.60738537"	"62.09854108"	"78.08861389"	"91.50173301"	"82.91584086"	"76.3241556"	"71.24234294"	"35.10728713"	"52.33083981"	"73.42655864"	"51.83577217"	"85.77588647"	"42.67830749"	"56.48586038"	"61.72673594"	"49.74824761"	"177.792923"	"121.3311664"	"115.3987036"	"281.8614294"	"295.5504302"	"143.7050518"	"82.17322711"	"92.26998243"	"86.47247865"	"99.66601901"
""	""	""	""	"PC(P-20:0/18:2)"	"798.6406749"	""	""	""	"541.5475"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"11.57329888"	"36.33556785"	"47.74695761"	"54.0146539"	"52.83234745"	"13.61602025"	"32.81012741"	"16.54409373"	"30.71953658"	"67.41124611"	"64.11188197"	"93.10682967"	"16.69290989"	"14.12071644"	"21.08207692"	"10.92755297"	"26.3691678"	"19.46490675"	"75.85818312"	"21.36224718"	"11.32205952"	"53.20299012"	"20.26061003"	"66.22366486"	"44.74154445"	"20.60192201"	"52.07100242"	"20.86330897"	"59.30264847"	"46.5167666"	"121.7332933"	"73.68908706"	"68.33132333"	"245.5091258"	"162.5615539"	"117.4971373"	"43.77072732"	"16.72348673"	"49.23399265"	"88.4472039"
""	""	""	""	"PC(P-20:0/18:1)"	"800.6496604"	""	""	""	"391.6695"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"89.91019578"	"100.0366872"	"89.9553555"	"75.71263776"	"25.76382694"	"86.71982292"	"255.4964487"	"192.1509287"	"145.3108714"	"215.0301517"	"341.8641802"	"175.8578506"	"120.9539593"	"59.24393425"	"101.6865451"	"63.80707576"	"115.5236778"	"91.98691602"	"110.7627465"	"61.08989562"	"51.17294786"	"30.46158093"	"108.7357778"	"116.6303595"	"114.2584701"	"108.0491596"	"68.00085408"	"82.02635326"	"65.19402896"	"59.02713775"	"152.250399"	"152.9283031"	"104.0554897"	"660.3490934"	"423.5526891"	"171.0556007"	"95.83346525"	"134.2643331"	"112.5643305"	"155.326018"
""	""	""	""	"PC(P-20:0/18:1)"	"800.6547712"	""	""	""	"308.2175"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"13.32471079"	"13.74765441"	"19.10576482"	"29.74035355"	"15.25641972"	"10.99883871"	"32.86448328"	"17.72615936"	"39.7857466"	"26.62543358"	"28.40690198"	"31.54330564"	"19.53153691"	"15.0100958"	"17.33261953"	"14.48308881"	"24.62632316"	"24.33733557"	"35.1608993"	"18.9684643"	"19.91394487"	"11.01132172"	"18.58657725"	"25.50883552"	"16.14979177"	"31.03646693"	"25.36072812"	"18.41661651"	"17.06496298"	"14.01730375"	"47.98928403"	"37.67967251"	"28.46634753"	"74.13172995"	"59.38170241"	"44.08885537"	"15.26679326"	"21.09812921"	"21.98474457"	"24.13772218"
""	""	""	""	"PC(P-20:0/18:0)"	"802.6653792"	""	""	""	"348.977"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"25.55507287"	"27.68351424"	"23.66390945"	"38.76275757"	"26.73439908"	"22.15731036"	"50.45228816"	"40.91973507"	"43.84382658"	"32.81109047"	"77.81723106"	"73.28504922"	"26.98628072"	"24.29759761"	"24.21659716"	"19.14622042"	"39.1753887"	"32.77581034"	"47.75511019"	"27.65796922"	"25.07185049"	"17.83334936"	"27.13095668"	"27.29348646"	"31.16839425"	"31.68084446"	"25.61570683"	"21.8237129"	"15.88216535"	"12.06274138"	"57.54905077"	"62.04043001"	"67.8993561"	"84.98287204"	"105.4897688"	"65.22625083"	"38.08523841"	"35.3168219"	"29.64835641"	"33.76200288"
""	""	""	""	"PC(P-20:0/18:0)"	"802.6680832"	""	""	""	"430.941"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"1264.505292"	"1405.148689"	"1098.414942"	"628.4615308"	"1204.884482"	"1132.585279"	"2468.791194"	"1615.8671"	"2054.394097"	"1999.547661"	"3114.215721"	"3250.009287"	"1697.427488"	"1263.127335"	"1517.803954"	"1092.911935"	"1962.242788"	"1956.310926"	"1701.636669"	"1742.249759"	"1002.471661"	"855.736977"	"993.886661"	"873.605999"	"817.4530751"	"917.7772227"	"607.9802473"	"583.0668307"	"422.9058197"	"240.2042545"	"2631.217072"	"2183.270282"	"2473.415707"	"6560.720728"	"6323.282398"	"2836.051147"	"1607.169287"	"1959.939175"	"1804.889247"	"1661.161703"
""	""	""	""	"PC(P-20:0/18:0)"	"802.6673163"	""	""	""	"495.461"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"63.96437535"	"75.10942336"	"69.52451637"	"190.1998064"	"77.72145637"	"103.2839047"	"121.0106289"	"80.36869935"	"102.3233885"	"96.7914321"	"191.5663333"	"155.9199148"	"73.67166787"	"55.47411494"	"66.37933281"	"49.48876879"	"72.39786165"	"98.20156613"	"102.6368455"	"72.13401693"	"113.1839788"	"50.93083132"	"100.1538477"	"99.26830507"	"82.84258433"	"117.7380414"	"62.91954416"	"50.74133547"	"56.84869421"	"28.42856449"	"158.8739961"	"110.6779081"	"103.5188657"	"360.5348531"	"278.7431379"	"153.3277342"	"75.11502671"	"83.1779322"	"78.65196131"	"77.64725742"
""	""	""	""	"PC(P-20:0/18:0)"	"802.6729268"	""	""	""	"361.9475"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"34.32499975"	"40.26268281"	"23.72329321"	"61.16829527"	"27.08140449"	"41.90754678"	"56.78215738"	"63.01285426"	"34.90630329"	"42.14185346"	"51.75595137"	"65.93902003"	"56.78501454"	"31.05916154"	"32.80050753"	"25.47028413"	"33.24761133"	"65.2610151"	"34.47424277"	"39.45807576"	"33.30389216"	"21.4795381"	"45.57882299"	"31.39445282"	"30.08322078"	"56.54807807"	"31.69102149"	"20.3308095"	"20.67679868"	"11.59653811"	"36.2578002"	"27.85649702"	"42.5223953"	"94.02713512"	"123.7829263"	"85.91281736"	"42.921817"	"70.36656791"	"30.86648881"	"43.9107141"
""	""	""	""	"PC(P-20:0/19:0)"	"816.6836386"	""	""	""	"449.119"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"313.739461"	"372.3691569"	"282.974735"	"203.9792545"	"330.5469991"	"296.0620066"	"1339.837269"	"966.2990639"	"1139.424437"	"883.7264548"	"2030.870558"	"1861.877962"	"535.0052483"	"389.4002783"	"487.5675346"	"332.8146665"	"888.734739"	"654.0320225"	"911.9669711"	"607.8657668"	"266.954236"	"252.4767718"	"165.8565245"	"139.4244493"	"142.5479031"	"174.5016897"	"135.5536723"	"118.193016"	"90.50326605"	"43.55112407"	"1697.93028"	"1494.930874"	"1649.841245"	"4593.981713"	"4224.061447"	"1687.999406"	"633.9858248"	"698.6266429"	"745.2262624"	"806.4335142"
""	""	""	""	"PC(P-18:0/22:6)"	"818.6053788"	""	""	""	"377.681"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"50.34445453"	"57.50569674"	"44.75651859"	"75.25115446"	"44.13460409"	"36.50657183"	"88.9504033"	"51.85852184"	"58.3042398"	"71.13219144"	"143.0709721"	"139.5948459"	"49.03274096"	"37.42495385"	"56.50246947"	"38.81524571"	"53.46414519"	"66.06472798"	"58.5913652"	"59.41191452"	"39.60590541"	"35.5658154"	"66.03543783"	"46.44714898"	"90.36186795"	"62.19946665"	"43.86786793"	"44.55685857"	"34.6660056"	"29.6864127"	"118.005819"	"86.95580596"	"74.96751605"	"170.6531166"	"165.9792616"	"116.3150797"	"47.70184514"	"55.4806606"	"76.16393672"	"66.31906452"
""	""	""	""	"PC(P-18:0/22:6)"	"818.6132441"	""	""	""	"541.608"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"172.472083"	"190.581995"	"210.0024916"	"74.69177584"	"172.2221415"	"147.8647172"	"162.0118758"	"66.37684839"	"118.6916544"	"161.741783"	"135.9457824"	"206.5513702"	"172.2464503"	"163.0205714"	"212.5741367"	"188.1856834"	"145.3642086"	"202.5642885"	"102.7859897"	"207.5510235"	"202.1964923"	"151.7080261"	"161.3102745"	"210.6018258"	"113.7591199"	"144.8826754"	"90.40692691"	"100.6619149"	"112.0408795"	"129.693869"	"183.7756526"	"145.9388167"	"114.619685"	"290.7236731"	"187.390806"	"133.4003536"	"164.099402"	"186.4815198"	"177.4357073"	"164.3519703"
""	""	""	""	"PC(P-18:0/22:6)"	"818.620531"	""	""	""	"490.5725"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"37.01011746"	"43.42649773"	"27.87638411"	"119.6793853"	"65.83010226"	"92.97147255"	"813.0641983"	"275.6991477"	"307.0129266"	"776.9806216"	"386.5232222"	"294.6139464"	"48.76505923"	"31.24059487"	"34.90718519"	"22.95523324"	"151.2272048"	"398.5671119"	"402.6495756"	"105.6499506"	"90.86004405"	"53.120046"	"121.9418215"	"141.0199413"	"168.6386674"	"275.6936153"	"274.8256264"	"284.9928287"	"207.6474634"	"47.21069781"	"656.5264304"	"371.1487033"	"325.6965905"	"1267.031303"	"840.8706871"	"535.0997589"	"70.88052803"	"100.9583161"	"116.776853"	"902.9962595"
""	""	""	""	"PC(P-18:0/22:6)"	"818.6199343"	""	""	""	"505.4345"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"43.34657864"	"46.75622079"	"40.58972647"	"123.4698536"	"83.11107655"	"129.3584645"	"328.9343044"	"264.7536141"	"335.0655815"	"265.8678131"	"428.5600731"	"248.7393587"	"64.45208711"	"34.98819275"	"49.30548777"	"32.16886397"	"229.3394432"	"166.5040987"	"349.2227719"	"140.2041243"	"112.1723368"	"60.78852614"	"165.7924773"	"184.9101712"	"195.3988843"	"360.1324838"	"245.7227915"	"315.1197274"	"202.60306"	"56.04296715"	"631.2279983"	"428.8472442"	"407.0876825"	"1429.746758"	"824.1990461"	"493.4054472"	"79.03126618"	"125.3997875"	"141.3587194"	"374.1510076"
""	""	""	""	"PC(P-18:0/22:6)"	"818.621343"	""	""	""	"474.794"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"32.4942544"	"41.77664973"	"31.19853178"	"68.60896121"	"36.97648129"	"48.25728109"	"149.0697212"	"134.316365"	"177.6082448"	"101.6463774"	"220.4898476"	"172.7646438"	"38.26586463"	"30.33467774"	"34.76493567"	"24.31460844"	"76.12027684"	"67.54091154"	"189.9355992"	"54.85422452"	"49.10239341"	"34.53605027"	"63.40937806"	"76.83483531"	"93.87999451"	"143.3326326"	"162.6735592"	"163.042506"	"98.81505926"	"29.67973876"	"344.8993263"	"221.6102879"	"189.0034635"	"675.3519359"	"515.0672576"	"247.6876087"	"33.6880998"	"49.48919405"	"64.72658297"	"175.4059539"
""	""	""	""	"PC(P-20:0/20:5)"	"820.6271319"	""	""	""	"391.6085"	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/862507"	"Mus"	""	""	" MSI:2"	""	""	""	""	""	""	"920.4350996"	"1072.308533"	"909.512042"	"944.4456418"	"763.9877397"	"606.7124412"	"1587.303543"	"781.9203119"	"1002.811602"	"990.9670663"	"1571.344434"	"1746.25333"	"1298.968555"	"985.4938043"	"1387.467357"	"1014.490951"	"1190.586904"	"1240.764249"	"859.1583472"	"1138.933564"	"751.4404021"	"640.4260821"	"443.5111357"	"374.5601566"	"426.2881435"	"379.786917"	"154.7917928"	"228.6106315"	"181.6590482"	"163.3285966"	"1500.87161"	"1222.397904"	"1106.307712"	"2756.208087"	"2566.804782"	"1521.545469"	"1257.893167"	"1496.279478"	"1328.775739"	"943.3854126"
